date,AABA,AAPL,ADBE,ADP,AMGN,AMOV,AMZN,ATVI,AVGO,BIDU,BIIB,BKNG,CELG,CHTR,CMCSA,CME,COST,CSCO,CSX,CTSH,ESRX,FB,FOX,FOXA,GILD,GOOG,GOOGL,ILMN,INTC,INTU,ISRG,KHC,MAR,MDLZ,MSFT,MU,NFLX,NVDA,PEP,PYPL,QCOM,QQQ,REGN,SBUX,TMUS,TSLA,TXN,VRTX,WBA,WDAY
2018-10-10,0,13,0,2,0,0,28,0,9,0,0,2,0,0,5,1,0,27,0,0,3,31,13,13,0,14,14,0,45,0,0,2,20,1,7,13,5,11,0,1,9,0,0,1,2,12,0,0,0,0
2018-10-11,0,15,0,0,2,0,27,0,1,2,0,1,0,0,0,2,0,7,0,0,0,28,18,18,0,12,12,2,27,0,0,0,13,0,3,13,7,0,0,0,0,1,0,1,2,10,0,0,8,0
2018-10-12,0,15,0,0,0,0,34,0,3,1,0,1,0,0,2,1,0,12,0,0,0,19,5,4,0,22,22,1,33,1,0,2,15,1,11,19,13,0,0,0,0,0,0,0,1,6,0,0,0,0
2018-10-13,0,6,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,6,0,0,0,6,9,9,0,1,1,0,6,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-14,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,2,11,11,0,0,0,0,11,0,0,0,1,0,0,5,0,0,1,0,0,0,0,0,0,0,0,0,0,0
2018-10-15,0,17,0,0,0,0,15,0,2,2,0,1,0,4,0,6,1,13,0,0,0,15,9,9,0,9,9,1,17,1,0,0,15,0,9,15,3,0,0,0,0,2,0,3,1,4,0,0,0,0
2018-10-16,0,19,8,0,2,4,22,0,2,0,0,0,0,0,4,5,3,13,3,0,2,26,20,20,0,17,17,0,26,0,0,3,16,0,10,5,17,0,0,0,6,0,2,0,0,12,0,0,0,0
2018-10-17,0,16,0,0,4,3,19,0,0,2,1,1,0,0,1,10,0,11,0,0,3,27,25,25,2,16,16,2,26,1,0,0,18,0,6,8,26,1,1,0,0,0,3,0,3,12,0,0,1,0
2018-10-18,0,20,0,3,2,0,22,1,0,0,0,1,0,0,5,11,0,18,0,0,0,39,19,19,0,17,17,2,33,1,0,0,22,0,5,8,7,0,0,3,0,0,0,7,1,8,0,0,0,0
2018-10-19,0,12,0,0,0,0,8,0,0,0,0,1,0,0,0,1,0,14,0,2,0,27,3,3,0,8,8,0,38,3,0,0,19,0,10,11,5,0,1,10,2,0,2,1,1,6,0,0,0,0
2018-10-20,0,2,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,8,1,1,0,2,2,0,3,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-10-21,0,2,0,0,0,0,3,0,0,0,0,0,0,0,0,2,0,4,0,0,0,7,6,6,0,3,3,0,9,0,0,0,0,0,3,8,1,0,0,2,0,0,0,0,0,3,0,0,0,0
2018-10-22,0,11,0,0,0,0,23,0,0,2,0,1,0,0,0,3,0,10,0,0,0,11,7,7,1,21,21,0,30,0,0,0,16,0,13,9,5,0,3,2,0,0,0,0,1,9,2,0,0,0
2018-10-23,0,32,0,0,0,0,21,0,0,2,3,1,0,5,4,3,0,21,3,0,0,29,8,8,0,26,26,1,49,1,0,3,17,0,13,9,7,2,1,2,5,0,0,1,3,12,3,0,0,0
2018-10-24,0,21,0,0,3,0,20,0,2,0,3,0,0,0,0,4,1,15,0,0,3,31,1,1,0,24,24,0,38,0,0,4,22,0,22,17,8,2,1,2,3,2,5,0,0,26,16,0,0,0
2018-10-25,0,20,0,2,2,0,46,2,0,4,4,2,3,0,8,6,1,19,2,0,0,38,17,17,4,32,32,0,41,2,0,0,19,0,28,15,11,0,2,0,5,0,5,4,6,12,4,0,0,0
2018-10-26,0,18,0,0,0,0,55,2,0,0,0,0,0,3,7,2,1,12,0,0,0,38,6,6,0,50,50,0,16,0,0,0,16,0,16,10,11,0,0,0,2,0,0,0,0,6,0,0,0,0
2018-10-27,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,5,0,0,0,5,3,3,0,1,1,0,4,0,0,0,1,0,0,3,0,0,0,1,2,0,0,0,0,2,0,0,0,0
2018-10-28,0,2,2,0,0,0,10,0,2,0,0,0,0,0,0,0,0,5,0,0,0,4,3,3,0,8,8,0,8,0,0,1,1,0,4,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0
2018-10-29,0,7,0,2,0,0,33,0,0,0,0,2,0,0,0,1,0,18,0,0,1,34,3,3,2,34,34,0,27,0,0,0,18,3,11,13,12,0,2,0,3,4,2,1,3,13,0,0,0,0
2018-10-30,0,19,2,3,3,1,20,3,0,3,0,0,0,0,0,1,0,24,0,3,2,30,17,14,2,25,25,0,32,0,0,0,20,0,3,21,4,2,7,2,0,0,0,0,4,5,0,0,0,0
2018-10-31,0,21,0,13,2,0,17,0,0,2,0,0,0,0,2,8,0,15,0,0,0,33,8,8,0,21,21,0,41,3,0,3,25,0,2,24,11,0,2,4,0,0,2,1,3,11,2,0,0,0
2018-11-01,0,27,4,12,4,0,22,0,1,5,0,0,0,2,2,3,1,23,0,0,10,28,11,10,0,22,22,3,50,0,0,6,22,0,2,9,6,0,2,0,1,0,0,4,1,11,0,0,0,0
2018-11-02,0,44,0,0,3,0,9,0,2,7,3,0,0,0,0,9,1,26,0,0,0,29,4,4,0,24,24,1,11,0,0,6,18,0,4,13,5,0,1,0,2,1,0,8,0,14,0,0,1,0
2018-11-03,0,4,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,4,0,0,1,2,0,0,3,0,0,0,0,0,0,0,0,0,2,0,0,0,0
2018-11-04,0,3,0,0,0,0,6,0,0,0,0,0,0,0,2,0,0,1,0,0,0,5,11,11,0,3,3,1,9,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0
2018-11-05,0,19,0,0,0,0,25,0,3,0,0,0,3,2,8,1,2,18,0,0,0,30,19,19,0,22,22,1,25,0,0,1,22,0,1,6,2,0,1,3,2,0,0,1,3,0,0,0,0,0
2018-11-06,0,26,0,0,0,0,14,0,1,2,0,4,0,0,0,5,0,29,0,0,0,36,19,19,0,15,15,0,30,0,0,3,15,0,4,8,3,1,2,0,3,0,4,3,1,6,0,0,0,0
2018-11-07,0,16,0,0,0,0,30,0,0,3,0,0,0,0,3,3,0,29,0,0,0,32,15,15,0,28,28,0,44,0,0,2,29,1,3,11,10,0,2,0,7,2,0,0,1,4,0,0,0,0
2018-11-08,0,20,0,0,2,0,24,3,0,4,0,2,0,0,2,7,0,14,0,0,0,20,8,8,0,24,24,0,43,2,0,0,23,0,6,8,15,0,1,2,9,0,0,2,7,12,0,0,0,0
2018-11-09,0,18,1,0,0,0,10,6,0,0,0,0,0,0,0,6,0,16,0,0,0,15,3,3,0,11,11,0,33,0,0,0,16,0,6,6,0,0,0,0,0,5,3,0,0,13,0,0,0,0
2018-11-10,0,3,0,0,3,0,2,0,0,0,0,0,0,0,0,0,0,5,0,0,0,10,9,9,0,0,0,0,8,0,0,0,0,0,0,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0
2018-11-11,0,2,2,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,6,0,0,0,5,11,0,0,0,0,0,2,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2
2018-11-12,0,33,2,0,0,0,16,0,0,2,0,0,0,0,3,3,0,13,0,0,0,18,7,7,0,13,13,0,33,0,0,2,21,0,2,15,3,0,1,0,2,0,0,2,1,3,0,0,0,0
2018-11-13,0,40,0,2,2,0,31,0,0,3,0,0,0,0,2,3,3,25,0,0,4,22,25,25,2,15,15,0,43,0,0,3,17,3,7,15,5,0,1,0,0,0,2,2,1,0,0,0,1,0
2018-11-14,0,31,1,3,0,0,33,0,3,3,0,0,0,0,0,0,4,40,0,0,0,29,3,3,0,17,17,1,22,3,0,3,18,3,3,20,10,0,2,0,9,0,0,3,4,5,0,0,0,0
2018-11-15,0,26,0,1,0,0,34,0,0,1,0,0,0,0,0,3,2,35,0,0,0,24,2,2,0,8,8,1,48,0,0,0,30,0,4,10,3,6,1,0,2,0,0,0,3,15,0,0,0,0
2018-11-16,0,13,1,4,0,0,10,0,0,0,0,0,0,0,4,0,0,17,0,0,0,29,25,25,0,19,19,0,28,0,0,1,19,0,5,20,12,28,1,0,0,0,0,0,8,7,0,0,0,0
2018-11-17,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,0,5,5,0,1,1,0,6,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0
2018-11-18,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,3,0,0,0,5,7,7,0,0,0,0,9,0,0,0,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-11-19,0,29,0,0,0,0,12,0,0,1,0,0,0,0,0,5,0,12,0,0,0,24,15,15,0,20,20,0,22,0,0,0,15,0,2,11,6,6,1,0,1,0,0,0,2,2,0,0,1,0
2018-11-20,0,44,0,0,0,0,14,0,0,0,0,0,0,0,0,2,0,14,0,0,0,32,6,6,0,13,13,2,26,0,0,3,16,0,2,18,9,8,1,0,0,0,0,0,1,5,0,0,3,0
2018-11-21,0,30,0,0,0,0,31,0,2,0,0,0,0,0,0,0,0,9,0,0,0,18,5,5,0,16,16,0,22,1,0,0,13,0,0,13,11,5,1,0,0,0,0,0,1,4,0,0,1,0
2018-11-22,0,9,0,0,0,0,5,0,1,0,0,0,0,0,0,1,0,7,0,0,0,13,4,4,0,4,4,0,29,3,0,0,13,0,0,5,0,0,1,0,1,0,0,0,1,4,0,0,0,0
2018-11-23,0,11,3,0,0,0,16,0,0,0,4,0,0,0,0,0,0,9,0,0,2,11,5,5,0,7,7,0,22,0,0,0,12,0,1,4,0,0,1,0,2,0,0,0,1,1,0,4,0,0
2018-11-24,0,5,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,3,0,0,0,1,0,0,2,0,0,0,1,0,0,0,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0
2018-11-25,0,2,0,0,0,0,3,2,0,0,0,0,0,0,0,0,0,8,0,0,0,7,6,6,0,1,1,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0
2018-11-26,0,21,10,0,0,0,23,3,0,0,0,0,0,0,0,0,1,13,0,0,0,17,2,2,0,10,10,0,32,0,0,0,22,0,7,18,3,8,2,0,0,2,0,1,3,6,0,0,0,0
2018-11-27,0,17,0,0,1,0,15,0,0,3,0,0,0,0,0,1,1,23,0,0,0,17,5,5,3,14,14,0,28,3,0,2,20,0,5,20,5,2,0,2,2,0,0,2,2,5,0,2,0,0
2018-11-28,0,14,0,0,2,0,16,0,0,2,0,0,0,0,0,2,0,20,0,0,2,15,3,3,3,17,17,0,34,1,0,0,16,0,10,19,5,7,4,0,2,0,0,2,1,1,0,0,0,1
2018-11-29,2,11,0,0,0,0,15,3,0,1,0,0,0,0,0,4,0,10,0,0,0,23,4,4,0,14,14,1,36,6,0,3,22,2,13,12,5,0,2,0,2,0,0,4,1,8,0,0,0,0
2018-11-30,2,14,0,2,0,0,16,0,0,0,0,0,0,2,0,10,1,16,0,0,0,20,8,8,0,16,16,1,10,0,0,0,28,0,1,14,4,0,1,3,0,0,0,0,0,4,0,0,0,0
2018-12-01,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-12-04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
